sample_no,date,lon,lat,position,collector,source,plant_cv,symptoms,family,order
1404,2020-10-09T17:02:04Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_644.JPG,liriopogon,ofv,nolinoideae,asparagales
1405,2020-10-09T17:02:07Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_645.JPG,liriopogon,ofv,nolinoideae,asparagales
1406,2020-10-09T17:02:11Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_646.JPG,liriopogon,ofv,nolinoideae,asparagales
1407,2020-10-09T17:02:14Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_647.JPG,liriopogon,ofv,nolinoideae,asparagales
1408,2020-10-09T17:02:17Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_648.JPG,liriopogon,ofv,nolinoideae,asparagales
1409,2020-10-09T17:02:19Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_649.JPG,liriopogon,ofv,nolinoideae,asparagales
1410,2020-10-09T17:02:28Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_650.JPG,liriopogon,ofv,nolinoideae,asparagales
1411,2020-10-09T17:02:32Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_651.JPG,liriopogon,ofv,nolinoideae,asparagales
1412,2020-10-09T17:02:34Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_652.JPG,liriopogon,ofv,nolinoideae,asparagales
1413,2020-10-09T17:02:36Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_653.JPG,liriopogon,ofv,nolinoideae,asparagales
1414,2020-10-09T17:02:39Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_654.JPG,liriopogon,ofv,nolinoideae,asparagales
1415,2020-10-09T17:02:41Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_655.JPG,liriopogon,ofv,nolinoideae,asparagales
1416,2020-10-09T17:02:51Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_656.JPG,liriopogon,ofv,nolinoideae,asparagales
1417,2020-10-09T17:02:51Z,-84.282459,30.4419819722222,30.4419819722222 -84.282459,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_657.JPG,liriopogon,ofv,nolinoideae,asparagales
1418,2020-10-09T17:03:17Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_658.JPG,liriopogon,ofv,nolinoideae,asparagales
1419,2020-10-09T17:03:20Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_659.JPG,liriopogon,ofv,nolinoideae,asparagales
1420,2020-10-09T17:03:23Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_661.JPG,liriopogon,ofv,nolinoideae,asparagales
1421,2020-10-09T17:03:24Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_660.JPG,liriopogon,ofv,nolinoideae,asparagales
1422,2020-10-09T17:03:26Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_662.JPG,liriopogon,ofv,nolinoideae,asparagales
1423,2020-10-09T17:03:28Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_663.JPG,liriopogon,ofv,nolinoideae,asparagales
1424,2020-10-09T17:03:31Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_664.JPG,liriopogon,ofv,nolinoideae,asparagales
1425,2020-10-09T17:03:43Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_667.JPG,liriopogon,ofv,nolinoideae,asparagales
1426,2020-10-09T17:03:45Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_669.JPG,liriopogon,uninfected,nolinoideae,asparagales
1427,2020-10-09T17:03:49Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_670.JPG,liriopogon,uninfected,nolinoideae,asparagales
1428,2020-10-09T17:03:52Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_671.JPG,liriopogon,uninfected,nolinoideae,asparagales
1429,2020-10-09T17:04:02Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_673.JPG,liriopogon,uninfected,nolinoideae,asparagales
1430,2020-10-09T17:04:10Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_675.JPG,liriopogon,uninfected,nolinoideae,asparagales
1431,2020-10-09T17:04:13Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_676.JPG,liriopogon,uninfected,nolinoideae,asparagales
1432,2020-10-09T17:04:15Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_677.JPG,liriopogon,ofv,nolinoideae,asparagales
1433,2020-10-09T17:04:22Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_680.JPG,liriopogon,uninfected,nolinoideae,asparagales
1434,2020-10-09T17:04:26Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_681.JPG,liriopogon,uninfected,nolinoideae,asparagales
1435,2020-10-09T17:04:28Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_682.JPG,liriopogon,uninfected,nolinoideae,asparagales
1436,2020-10-09T17:04:32Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_683.JPG,liriopogon,uninfected,nolinoideae,asparagales
1437,2020-10-09T17:04:35Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_684.JPG,liriopogon,ofv,nolinoideae,asparagales
1438,2020-10-09T17:04:41Z,-84.282576,30.4419639722222,30.4419639722222 -84.282576,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_685.JPG,liriopogon,uninfected,nolinoideae,asparagales
1439,2020-10-09T17:04:55Z,-84.2826869722222,30.4419429722222,30.4419429722222 -84.2826869722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_687.JPG,liriopogon,ofv,nolinoideae,asparagales
1440,2020-10-09T17:05:04Z,-84.2826869722222,30.4419429722222,30.4419429722222 -84.2826869722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_688.JPG,liriopogon,ofv,nolinoideae,asparagales
1441,2020-10-09T17:05:08Z,-84.2826869722222,30.4419429722222,30.4419429722222 -84.2826869722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_689.JPG,liriopogon,ofv,nolinoideae,asparagales
1442,2020-10-09T17:05:15Z,-84.2826869722222,30.4419429722222,30.4419429722222 -84.2826869722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_692.JPG,liriopogon,uninfected,nolinoideae,asparagales
1443,2020-10-09T17:05:19Z,-84.2826869722222,30.4419429722222,30.4419429722222 -84.2826869722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_694.JPG,liriopogon,ofv,nolinoideae,asparagales
1444,2020-10-09T17:05:21Z,-84.2826869722222,30.4419429722222,30.4419429722222 -84.2826869722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_695.JPG,liriopogon,ofv,nolinoideae,asparagales
1445,2020-10-09T17:05:25Z,-84.2826869722222,30.4419429722222,30.4419429722222 -84.2826869722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_696.JPG,liriopogon,uninfected,nolinoideae,asparagales
1446,2020-10-09T17:05:27Z,-84.2826869722222,30.4419429722222,30.4419429722222 -84.2826869722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_697.JPG,liriopogon,ofv,nolinoideae,asparagales
1447,2020-10-09T17:05:30Z,-84.2826869722222,30.4419429722222,30.4419429722222 -84.2826869722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_698.JPG,liriopogon,uninfected,nolinoideae,asparagales
1448,2020-10-09T17:05:34Z,-84.2827999722222,30.4419119722222,30.4419119722222 -84.2827999722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_699.JPG,liriopogon,uninfected,nolinoideae,asparagales
1449,2020-10-09T17:05:40Z,-84.2827999722222,30.4419119722222,30.4419119722222 -84.2827999722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_701.JPG,liriopogon,uninfected,nolinoideae,asparagales
1450,2020-10-09T17:05:44Z,-84.2827999722222,30.4419119722222,30.4419119722222 -84.2827999722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_702.JPG,liriopogon,uninfected,nolinoideae,asparagales
1451,2020-10-09T17:05:47Z,-84.2827999722222,30.4419119722222,30.4419119722222 -84.2827999722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_703.JPG,liriopogon,uninfected,nolinoideae,asparagales
1452,2020-10-09T17:05:50Z,-84.2827999722222,30.4419119722222,30.4419119722222 -84.2827999722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_704.JPG,liriopogon,ofv,nolinoideae,asparagales
1453,2020-10-09T17:05:53Z,-84.2828769722222,30.4419889722222,30.4419889722222 -84.2828769722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_705.JPG,liriopogon,uninfected,nolinoideae,asparagales
1454,2020-10-09T17:05:56Z,-84.2828769722222,30.4419889722222,30.4419889722222 -84.2828769722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_706.JPG,liriopogon,uninfected,nolinoideae,asparagales
1455,2020-10-09T17:05:59Z,-84.2828769722222,30.4419889722222,30.4419889722222 -84.2828769722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_707.JPG,liriopogon,uninfected,nolinoideae,asparagales
1456,2020-10-09T17:06:05Z,-84.2828769722222,30.4419889722222,30.4419889722222 -84.2828769722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_708.JPG,liriopogon,ofv,nolinoideae,asparagales
1457,2020-10-09T17:06:07Z,-84.2828769722222,30.4419889722222,30.4419889722222 -84.2828769722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_709.JPG,liriopogon,uninfected,nolinoideae,asparagales
1458,2020-10-09T17:06:10Z,-84.2828769722222,30.4419889722222,30.4419889722222 -84.2828769722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_710.JPG,liriopogon,uninfected,nolinoideae,asparagales
1459,2020-10-09T17:06:12Z,-84.2828769722222,30.4419889722222,30.4419889722222 -84.2828769722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_711.JPG,liriopogon,uninfected,nolinoideae,asparagales
1460,2020-10-09T17:06:21Z,-84.282976,30.4419299722222,30.4419299722222 -84.282976,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_713.JPG,liriopogon,ofv,nolinoideae,asparagales
1461,2020-10-09T17:06:27Z,-84.282976,30.4419299722222,30.4419299722222 -84.282976,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_716.JPG,liriopogon,ofv,nolinoideae,asparagales
1462,2020-10-09T17:06:28Z,-84.282976,30.4419299722222,30.4419299722222 -84.282976,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_717.JPG,liriopogon,ofv,nolinoideae,asparagales
1463,2020-10-09T17:06:35Z,-84.2829789722222,30.4418269722222,30.4418269722222 -84.2829789722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_718.JPG,liriopogon,ofv,nolinoideae,asparagales
1464,2020-10-09T17:06:40Z,-84.2829789722222,30.4418269722222,30.4418269722222 -84.2829789722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_719.JPG,liriopogon,ofv,nolinoideae,asparagales
1465,2020-10-09T17:06:43Z,-84.2829789722222,30.4418269722222,30.4418269722222 -84.2829789722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_720.JPG,liriopogon,ofv,nolinoideae,asparagales
1466,2020-10-09T17:06:47Z,-84.2829789722222,30.4418269722222,30.4418269722222 -84.2829789722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_721.JPG,liriopogon,ofv,nolinoideae,asparagales
1467,2020-10-09T17:06:55Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_722.JPG,liriopogon,ofv,nolinoideae,asparagales
1468,2020-10-09T17:06:57Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_723.JPG,liriopogon,ofv,nolinoideae,asparagales
1469,2020-10-09T17:07:01Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_724.JPG,liriopogon,ofv,nolinoideae,asparagales
1470,2020-10-09T17:07:04Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_725.JPG,liriopogon,ofv,nolinoideae,asparagales
1471,2020-10-09T17:07:07Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_726.JPG,liriopogon,ofv,nolinoideae,asparagales
1472,2020-10-09T17:07:13Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_727.JPG,liriopogon,ofv,nolinoideae,asparagales
1473,2020-10-09T17:07:18Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_728.JPG,liriopogon,ofv,nolinoideae,asparagales
1474,2020-10-09T17:07:20Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_729.JPG,liriopogon,ofv,nolinoideae,asparagales
1475,2020-10-09T17:07:24Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_730.JPG,liriopogon,ofv,nolinoideae,asparagales
1476,2020-10-09T17:07:30Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_731.JPG,liriopogon,ofv,nolinoideae,asparagales
1477,2020-10-09T17:07:33Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_732.JPG,liriopogon,ofv,nolinoideae,asparagales
1478,2020-10-09T17:07:36Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_733.JPG,liriopogon,ofv,nolinoideae,asparagales
1479,2020-10-09T17:07:48Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_735.JPG,liriopogon,ofv,nolinoideae,asparagales
1480,2020-10-09T17:07:51Z,-84.2830409722222,30.441949,30.441949 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_736.JPG,liriopogon,ofv,nolinoideae,asparagales
1481,2020-10-09T17:07:55Z,-84.2830409722222,30.4422269722222,30.4422269722222 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_737.JPG,liriopogon,ofv,nolinoideae,asparagales
1482,2020-10-09T17:07:56Z,-84.2830409722222,30.4422269722222,30.4422269722222 -84.2830409722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_738.JPG,liriopogon,uninfected,nolinoideae,asparagales
1483,2020-10-09T17:07:59Z,-84.2830409722222,30.4422269722222,30.4422269722222 -84.2830409722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_739.JPG,liriopogon,uninfected,nolinoideae,asparagales
1484,2020-10-09T17:08:02Z,-84.2830409722222,30.4422269722222,30.4422269722222 -84.2830409722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_740.JPG,liriopogon,uninfected,nolinoideae,asparagales
1485,2020-10-09T17:08:07Z,-84.2830409722222,30.4422269722222,30.4422269722222 -84.2830409722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_741.JPG,liriopogon,ofv,nolinoideae,asparagales
1486,2020-10-09T17:08:09Z,-84.2830409722222,30.4422269722222,30.4422269722222 -84.2830409722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_742.JPG,liriopogon,uninfected,nolinoideae,asparagales
1487,2020-10-09T17:08:11Z,-84.2830409722222,30.4422269722222,30.4422269722222 -84.2830409722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_743.JPG,liriopogon,uninfected,nolinoideae,asparagales
1488,2020-10-09T17:08:13Z,-84.282942,30.442192972222202,30.4421929722222 -84.282942,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_744.JPG,liriopogon,ofv,nolinoideae,asparagales
1489,2020-10-09T17:08:16Z,-84.282942,30.442192972222202,30.4421929722222 -84.282942,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_745.JPG,liriopogon,ofv,nolinoideae,asparagales
1490,2020-10-09T17:08:25Z,-84.282942,30.442192972222202,30.4421929722222 -84.282942,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_747.JPG,liriopogon,ofv,nolinoideae,asparagales
1491,2020-10-09T17:08:28Z,-84.282942,30.442192972222202,30.4421929722222 -84.282942,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_748.JPG,liriopogon,ofv,nolinoideae,asparagales
1492,2020-10-09T17:08:32Z,-84.2829749722222,30.4420859722222,30.4420859722222 -84.2829749722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_749.JPG,liriopogon,ofv,nolinoideae,asparagales
1493,2020-10-09T17:08:38Z,-84.2829749722222,30.4420859722222,30.4420859722222 -84.2829749722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_750.JPG,liriopogon,ofv,nolinoideae,asparagales
1494,2020-10-09T17:08:42Z,-84.2829749722222,30.4420859722222,30.4420859722222 -84.2829749722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_751.JPG,liriopogon,ofv,nolinoideae,asparagales
1495,2020-10-09T17:08:46Z,-84.2829749722222,30.4420859722222,30.4420859722222 -84.2829749722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_752.JPG,liriopogon,ofv,nolinoideae,asparagales
1496,2020-10-09T17:08:49Z,-84.2829749722222,30.4420859722222,30.4420859722222 -84.2829749722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_753.JPG,liriopogon,ofv,nolinoideae,asparagales
1497,2020-10-09T17:08:52Z,-84.2829749722222,30.4420859722222,30.4420859722222 -84.2829749722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_754.JPG,liriopogon,ofv,nolinoideae,asparagales
1498,2020-10-09T17:08:55Z,-84.2829749722222,30.4420859722222,30.4420859722222 -84.2829749722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_755.JPG,liriopogon,ofv,nolinoideae,asparagales
1499,2020-10-09T17:09:14Z,-84.282993,30.442091,30.442091 -84.282993,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_756.JPG,liriopogon,ofv,nolinoideae,asparagales
1500,2020-10-09T17:09:20Z,-84.282993,30.442091,30.442091 -84.282993,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_757.JPG,liriopogon,uninfected,nolinoideae,asparagales
1501,2020-10-09T17:09:31Z,-84.282993,30.442091,30.442091 -84.282993,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_759.JPG,liriopogon,ofv,nolinoideae,asparagales
1502,2020-10-09T17:10:43Z,-84.2834189722222,30.442052,30.442052 -84.2834189722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_760.JPG,liriopogon,ofv,nolinoideae,asparagales
1503,2020-10-09T17:10:48Z,-84.2834189722222,30.442052,30.442052 -84.2834189722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_762.JPG,liriopogon,ofv,nolinoideae,asparagales
1504,2020-10-09T17:10:51Z,-84.2834189722222,30.442052,30.442052 -84.2834189722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_763.JPG,liriopogon,ofv,nolinoideae,asparagales
1505,2020-10-09T17:10:53Z,-84.2834189722222,30.442052,30.442052 -84.2834189722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_764.JPG,liriopogon,ofv,nolinoideae,asparagales
1506,2020-10-09T17:10:59Z,-84.2834189722222,30.442052,30.442052 -84.2834189722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_766.JPG,liriopogon,ofv,nolinoideae,asparagales
1507,2020-10-09T17:11:08Z,-84.283405,30.441953,30.441953 -84.283405,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_768.JPG,liriopogon,ofv,nolinoideae,asparagales
1508,2020-10-09T17:11:22Z,-84.283405,30.441953,30.441953 -84.283405,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_770.JPG,liriopogon,ofv,nolinoideae,asparagales
1509,2020-10-09T17:11:25Z,-84.283405,30.441953,30.441953 -84.283405,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_771.JPG,liriopogon,ofv,nolinoideae,asparagales
1510,2020-10-09T17:11:27Z,-84.283405,30.441953,30.441953 -84.283405,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_772.JPG,liriopogon,ofv,nolinoideae,asparagales
1511,2020-10-09T17:11:31Z,-84.283405,30.441953,30.441953 -84.283405,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_773.JPG,liriopogon,ofv,nolinoideae,asparagales
1512,2020-10-09T17:11:35Z,-84.283405,30.441953,30.441953 -84.283405,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_774.JPG,liriopogon,ofv,nolinoideae,asparagales
1513,2020-10-09T17:11:39Z,-84.283405,30.441953,30.441953 -84.283405,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_775.JPG,liriopogon,ofv,nolinoideae,asparagales
1514,2020-10-09T17:11:50Z,-84.283405,30.441953,30.441953 -84.283405,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_778.JPG,liriopogon,ofv,nolinoideae,asparagales
1515,2020-10-09T17:12:23Z,-84.283375,30.442125,30.442125 -84.283375,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_779.JPG,liriopogon,ofv,nolinoideae,asparagales
1516,2020-10-09T17:12:27Z,-84.283375,30.442125,30.442125 -84.283375,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_780.JPG,liriopogon,ofv,nolinoideae,asparagales
1517,2020-10-09T17:12:35Z,-84.283375,30.442125,30.442125 -84.283375,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_782.JPG,liriopogon,ofv,nolinoideae,asparagales
1518,2020-10-09T17:12:40Z,-84.283375,30.442125,30.442125 -84.283375,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_783.JPG,liriopogon,ofv,nolinoideae,asparagales
1519,2020-10-09T17:12:44Z,-84.2833229722222,30.442278,30.442278 -84.2833229722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_784.JPG,liriopogon,ofv,nolinoideae,asparagales
1520,2020-10-09T17:12:49Z,-84.2833229722222,30.442278,30.442278 -84.2833229722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_785.JPG,liriopogon,ofv,nolinoideae,asparagales
1521,2020-10-09T17:13:06Z,-84.2835419722222,30.4421959722222,30.4421959722222 -84.2835419722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_787.JPG,liriopogon,ofv,nolinoideae,asparagales
1522,2020-10-09T17:13:11Z,-84.2835419722222,30.4421959722222,30.4421959722222 -84.2835419722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_788.JPG,liriopogon,ofv,nolinoideae,asparagales
1523,2020-10-09T17:13:17Z,-84.2835419722222,30.4421959722222,30.4421959722222 -84.2835419722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_789.JPG,liriopogon,ofv,nolinoideae,asparagales
1524,2020-10-09T17:13:21Z,-84.2835419722222,30.4421959722222,30.4421959722222 -84.2835419722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_790.JPG,liriopogon,ofv,nolinoideae,asparagales
1525,2020-10-09T17:14:27Z,-84.283882,30.4423549722222,30.4423549722222 -84.283882,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_792.JPG,liriopogon,ofv,nolinoideae,asparagales
1526,2020-10-09T17:14:34Z,-84.283882,30.4423549722222,30.4423549722222 -84.283882,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_793.JPG,liriopogon,ofv,nolinoideae,asparagales
1527,2020-10-09T17:14:37Z,-84.283882,30.4423549722222,30.4423549722222 -84.283882,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_794.JPG,liriopogon,ofv,nolinoideae,asparagales
1528,2020-10-09T17:14:56Z,-84.283955,30.442491,30.442491 -84.283955,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_797.JPG,liriopogon,ofv,nolinoideae,asparagales
1529,2020-10-09T17:16:45Z,-84.2842219722222,30.4428869722222,30.4428869722222 -84.2842219722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_802.JPG,liriopogon,ofv,nolinoideae,asparagales
1530,2020-10-10T13:19:51Z,-84.3251269722222,30.494098,30.494098 -84.3251269722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_803.JPG,liriopogon,uninfected,nolinoideae,asparagales
1531,2020-10-10T13:19:59Z,-84.3251269722222,30.494098,30.494098 -84.3251269722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_804.JPG,liriopogon,uninfected,nolinoideae,asparagales
1532,2020-10-10T13:20:04Z,-84.3251269722222,30.494098,30.494098 -84.3251269722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_805.JPG,liriopogon,uninfected,nolinoideae,asparagales
